interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
68-57-50-23,0756-001-001,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0756-001
68-57-50-23,0756-001-001,11,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0756-001
68-57-50-23,0756-001-001,12,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,OTHER NON-RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,8,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0756-001
29-44-66-61,0756-001-003,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0756-001
29-44-66-61,0756-001-003,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,SPOUSE,3,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0756-001
29-44-66-61,0756-001-003,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0756-001
29-44-66-61,0756-001-003,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0756-001
77-60-75-93,0757-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,39,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,37,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0757-001
77-60-75-93,0757-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0757-001
77-60-75-93,0757-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,3,YES,30,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0757-001
77-60-75-93,0757-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0757-001
77-60-75-93,0757-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,5,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0757-001
77-60-75-93,0757-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,OTHER RELATIVE (SPECIFY),6,NO,30,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0757-001
77-60-75-93,0757-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0757-001
29-14-45-66,0758-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,64,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,6,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,POLYGAMOUS MARRIED,MULITPLE PREVIOUS MARRIAGES,TRADITIONAL,TRADITIONAL,TRADITIONAL,,YES,2,,,,YES,2,LIVED HERE SINCE BIRTH,,,,,,0758-001
29-14-45-66,0758-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,38,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,35,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,21,MANYARA,SIMANJIRO,MARRIAGE,MANYARA,SIMANJIRO,0758-001
29-14-45-66,0758-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,3,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,7,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0758-001
29-14-45-66,0758-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,4,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITH EMPLOYEES,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0758-001
29-14-45-66,0758-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,5,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0758-001
29-14-45-66,0758-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,6,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0758-001
29-14-45-66,0758-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,3,,,,NO,,1,MANYARA,SIMANJIRO,MARRIAGE,MANYARA,SIMANJIRO,0758-001
42-51-30-36,0759-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,47,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0759-001
42-51-30-36,0759-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,35,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,30,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,13,MANYARA,SIMANJIRO,MARRIAGE,MANYARA,SIMANJIRO,0759-001
42-51-30-36,0759-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,3,YES,31,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0759-001
42-51-30-36,0759-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,SON/DAUGHTER,4,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0759-001
42-51-30-36,0759-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,5,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0759-001
42-51-30-36,0759-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0759-001
42-51-30-36,0759-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0759-001
95-00-47-94,0761-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0761-001
95-00-47-94,0761-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,SPOUSE,2,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,8,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0761-001
95-00-47-94,0761-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,3,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0761-001
95-00-47-94,0761-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0761-001
95-00-47-94,0761-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0761-001
27-22-49-12,0762-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,50,HEAD,1,NO,20,YES,NO,2,0,EMPLOYED: GOVERMENT,DEAD,,,NO SCHOOL,DEAD,,,DON'T KNOW,YES,POLYGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,RELIGIOUS,RELIGIOUS,,YES,2,,,,YES,2,LIVED HERE SINCE BIRTH,,,,,,0762-001
27-22-49-12,0762-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,51,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0762-001
27-22-49-12,0762-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SON/DAUGHTER,4,YES,31,YES,YES,,0,JOB SEEKERS,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0762-001
27-22-49-12,0762-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,SON/DAUGHTER,5,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0762-001
27-22-49-12,0762-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,OTHER RELATIVE (SPECIFY),6,YES,31,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,5,KASKAZINI UNGUJA,KASKAZINI ï¿½Bï¿½,OTHER FAMILY REASONS,KASKAZINI UNGUJA,KASKAZINI ï¿½Bï¿½,0762-001
27-22-49-12,0762-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,OTHER RELATIVE (SPECIFY),7,YES,31,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0762-001
27-22-49-12,0762-001-001,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,NO,,,,,,,,,,,,,,,,,,,,0762-001
27-22-49-12,0762-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,NO,,,,,,,,,,,,,,,,,,,,0762-001
13-97-20-68,0767-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0767-001
13-97-20-68,0767-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,39,SPOUSE,NOT PREVIOUSLY PRESENT,NO,0,YES,NO,1,3,UNPAID FAMILY WORK,DEAD,,20,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,4,KUSINI UNGUJA,KUSINI,MARRIAGE,KUSINI UNGUJA,KUSINI,0767-001
13-97-20-68,0767-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,0,YES,NO,1,3,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0767-001
13-97-20-68,0767-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,0,YES,NO,1,3,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0767-001
46-73-72-80,0768-001-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,71,HEAD,1,YES,31,YES,YES,,0,NO JOB,DEAD,,25,NO SCHOOL,DEAD,,5,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0768-001
46-73-72-80,0768-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,23,GRANDCHILD,6,NO,0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0768-001
46-73-72-80,0768-001-001,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,OTHER RELATIVE (SPECIFY),8,NO,0,YES,NO,9,2,AGRICULTURE/LIVESTOCK,DEAD,,28,NO SCHOOL,DEAD,,2,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,9,,,,NO,,4,KUSINI UNGUJA,KUSINI,MARRIAGE,KUSINI UNGUJA,KUSINI,0768-001
46-73-72-80,0768-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,SON/DAUGHTER,9,YES,31,YES,YES,,3,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,8,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0768-001
46-73-72-80,0768-001-001,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,GRANDCHILD,10,YES,31,YES,NO,1,0,NO JOB,FATHER IS A MEMBER OF HOUSEHOLD,8,,,MOTHER IS A MEMBER OF HOUSEHOLD,9,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
46-73-72-80,0768-001-001,13,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,8,,,MOTHER IS A MEMBER OF HOUSEHOLD,9,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
83-21-43-04,0768-001-002,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,53,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,25,COMPLETED PRIMARY,DEAD,,36,SOME PRIMARY,YES,POLYGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,RELIGIOUS,,,YES,2,,,,YES,1,30,KASKAZINI UNGUJA,KASKAZINI ï¿½Bï¿½,BETTER SERVICES/HOUSING,KASKAZINI UNGUJA,KASKAZINI ï¿½Bï¿½,0768-001
83-21-43-04,0768-001-002,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,45,SPOUSE,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,19,SOME SECONDARY,DEAD,,42,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,26,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0768-001
83-21-43-04,0768-001-002,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,UNPAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,NO,,,,,YES,,LIVED HERE SINCE BIRTH,,,,,,0768-001
83-21-43-04,0768-001-002,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,FISHING,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,11,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0768-001
83-21-43-04,0768-001-002,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,3,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0768-001
83-21-43-04,0768-001-002,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0768-001
83-21-43-04,0768-001-002,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,3,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
83-21-43-04,0768-001-002,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,3,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
83-21-43-04,0768-001-002,9,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,3,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
83-21-43-04,0768-001-002,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,11,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,4,,,MOTHER IS A MEMBER OF HOUSEHOLD,11,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
